APPLICATION.ID,DSA.ID,DEALER.ID,QUEUE.ID,CURRENT.STAGE,MARITAL.STATUS,GENDER,AGE,EDUCATION,RESIDENCE.TYPE,CITY,STATE,ZIP.CODE,EMPLOY.CONSTITUTION,PAN.STATUS,APPLICATION.SCORE,APPROVED.AMOUNT,APPLIED.AMOUNT,LOAN.TENOR,OWN.HOUSE.TYPE,PRIMARY.ASSET.CTG,PRIMARY.ASSET.MAKE,PRIMARY.ASSET.MODELNO,VOTER_ID,DRIVING_LICENSE,AADHAAR,PAN,BANK_PASSBOOK,APPLICATION.STATUS
26393000245,CP71689,26393,Under.Writer,DCLN,Single,Male,22,GRADUATE,PARENT OWNED-HOUSE,VADODARA,GUJARAT,390007,SALARIED,ERROR,13,32321,35000,10,Self Owned,REF-FF HOME,SAMSUNG,RT30M3744UT/NL,F,F,T,T,F,Declined
28481000001,VK50931,28481,Straight  Through Process,APRV,Married,Male,41,GRADUATE,OWNED-ROWHOUSE,AHMEDABAD,GUJARAT,380001,SELF-EMPLOYED,ERROR,60,32321,34500,10,Parent Owned,AIR CONDITIONER,MITSUBISHI,SRK 18 CSS 6,F,F,F,T,F,Approved
25375000011,MM06667,25375,Under.Writer,PD_DE,Married,Female,23,UNDER GRADUATE,OWNED-FLAT,CHENNAI,TAMIL NADU,600081,SELF-EMPLOYED,Pan Not Submitted,13,32321,22000,12,Self Owned,PANEL - LED,PHILIPS,32PFL5270,F,F,T,F,F,Declined
26385000338,RD75823,26385,Straight  Through Process,PD_DE,Married,Female,56,OTHERS,OWNED-BUNGLOW,AHMEDABAD,GUJARAT,380024,SELF-EMPLOYED,ERROR,102,17000,17000,10,Self Owned,REFRIGERATORS,GODREJ,RD EDGEPRO 190 PDS 3.2,F,F,T,T,F,Approved
25559000583,AT76223,25559,Straight  Through Process,DCLN,Married,Male,48,GRADUATE,OWNED-ROWHOUSE,INDORE,MADHYA PRADESH,452002,SELF-EMPLOYED,ERROR,80,32321,50000,12,Self Owned,PANEL - FHD,VIDEOCON,VNJ50FH28S,F,F,T,T,F,Declined
26552000010,SG65843,26552,Straight  Through Process,APRV,Single,Male,24,GRADUATE,RENTED-ROWHOUSE,PONDICHERRY,TAMIL NADU,605005,SELF-EMPLOYED,Pan Not Submitted,88,32321,20000,10,Self Owned,WASHING MACHINE,LLOYD,LWMT65TG  6.5KG,F,F,T,F,F,Approved
27220000240,SK02345,27220,Straight  Through Process,PD_DE,Married,Male,33,GRADUATE,OWNED-ROWHOUSE,RAIPUR,CHHATTISGARH,492001,SELF-EMPLOYED,ERROR,40,25000,25000,12,Self Owned,REFRIGERATORS,GODREJ,RT EON 241 P 3.4 Silver meadow,F,F,T,T,F,Approved
25544000195,RR25254,25544,Straight  Through Process,PD_DE,Married,Female,48,GRADUATE,OWNED-ROWHOUSE,COIMBATORE,TAMIL NADU,641018,SALARIED,Pan Not Submitted,35,29000,29000,12,Self Owned,FLWM,LG,F1496ADP24,T,F,T,F,F,Approved
25558000123,RC30190,25558,Straight  Through Process,PD_DE,Married,Male,31,POST-GRADUATE,PARENT OWNED-HOUSE,BHOPAL,MADHYA PRADESH,462026,SALARIED,ERROR,127,40000,40000,12,Self Owned,REFRIGERATORS,GODREJ,RTEON 311 SD 5.3 SILV ATM 2MNT 311,F,F,F,T,F,Approved
26002000042,JP01846,26002,Under.Writer,DCLN,Single,Female,26,UNDER GRADUATE,OWNED-BUNGLOW,AHMEDABAD,GUJARAT,380013,SELF-EMPLOYED,Pan Not Submitted,13,32321,29999,120,Self Owned,AIR CONDITIONER,VIDEOCON,AIR CONDITIONER VANILLA,F,F,T,F,F,Declined
26195000055,NS95477,26195,Straight  Through Process,APRV,Married,Male,37,OTHERS,OWNED-FLAT,SURAT,GUJARAT,395010,SALARIED,ERROR,13,32321,23000,12,Parent Owned,REFRIGERATORS,WHIRLPOOL,NEO FR 278 ROYPLUS 3S SAPPHIRE EXOT,F,F,F,T,F,Approved
26612000184,SC81222,26612,Under.Writer,PD_DE,Single,Male,48,OTHERS,OWNED-PENTHOUSE,DAKHIN DHADKA,WEST BENGAL,713302,SELF-EMPLOYED,ERROR,13,32321,30000,10,Spouse Owned,TLWM,LG,T8577TEELX,F,F,F,T,F,Declined
28546000019,LG81568,28546,Straight  Through Process,APRV,Married,Male,46,GRADUATE,RENTED-FLAT,CHIDAMBARANAGAR,TAMIL NADU,628008,SALARIED,Pan Not Submitted,54,32321,65000,10,Self Owned,SPLIT AC,LG,LSA24VTDH,F,F,T,F,T,Approved
27611000016,DR47053,27611,Straight  Through Process,PD_DE,Married,Male,32,OTHERS,OWNED-BUNGLOW,RAJKOT,GUJARAT,360001,SELF-EMPLOYED,Pan Not Submitted,13,35000,35000,10,Parent Owned,AIR CONDITIONER,LLOYD,LS19A5MN 5 STAR 1.5 TON,F,F,T,F,F,Approved
27411000013,RM28828,27411,Under.Writer,DCLN,Married,Female,46,UNDER GRADUATE,OWNED-FLAT,THANE,MAHARASHTRA,400605,SELF-EMPLOYED,ERROR,10,32321,50990,10,Self Owned,TELEVISION,SONY,KDL-40W562D,F,F,T,T,F,Declined
26276000056,AS90554,26276,Under.Writer,PD_DE,Married,Male,37,GRADUATE,OWNED-BUNGLOW,INDORE,MADHYA PRADESH,452001,SELF-EMPLOYED,Pan Not Submitted,13,35000,35000,12,Self Owned,PANEL - LED,SAMSUNG,UA32FH4003RMXL,F,F,T,F,F,Approved
26329000061,LT68205,26329,Under.Writer,PD_DE,Married,Female,44,GRADUATE,OWNED-BUNGLOW,COIMBATORE,TAMIL NADU,641045,SALARIED,Pan Not Submitted,85,50000,50000,12,Self Owned,PANEL - LED,LG,43LH520T,T,F,T,F,F,Approved
26033000295,NA34031,26033,Under.Writer,DCLN,Married,Male,35,OTHERS,RENTED-BUNGLOW,HYDERABAD,TELANGANA,500079,SELF-EMPLOYED,ERROR,10,32321,37000,12,Self Owned,FLWM,LG,FH296HDL24,F,F,T,T,F,Declined
25294000453,KD91545,25294,Straight  Through Process,INV_GNR,Married,Male,27,OTHERS,OWNED-BUNGLOW,T.B. SANOTORIUM PENNATHUR,TAMIL NADU,632001,SELF-EMPLOYED,Pan Not Submitted,82,45500,45500,18,Parent Owned,PANEL - LED,SAMSUNG,UA43K5002AKXXL,F,F,T,F,F,Approved
26057000322,MP51629,26057,Straight  Through Process,APRV,Single,Female,27,GRADUATE,RENTED-BUNGLOW,VADODARA,GUJARAT,390022,SALARIED,ERROR,58,32321,50000,10,Self Owned,SPLIT AC,VOLTAS,183 JY,F,F,F,T,F,Approved
25061000539,VA22653,25061,Straight  Through Process,PD_DE,Married,Male,43,OTHERS,OWNED-CHAWL,COIMBATORE,TAMIL NADU,641014,SELF-EMPLOYED,Pan Not Submitted,122,60000,60000,12,Self Owned,PANEL - LED,SONYNEW,KDL-55W950A IN5,F,F,T,F,F,Approved
26042000612,AV19825,26042,Straight  Through Process,PD_DE,Married,Male,33,GRADUATE,RENTED-ROWHOUSE,HYDERABAD,TELANGANA,500003,SELF-EMPLOYED,ERROR,32,32321,30000,12,Self Owned,TELEVISION,SONY,KDL-32W512D,T,F,T,T,F,Declined
26220000095,KP55865,26220,Straight  Through Process,PD_DE,Married,Female,38,UNDER GRADUATE,OWNED-PENTHOUSE,COIMBATORE,TAMIL NADU,641664,SELF-EMPLOYED,Pan Not Submitted,37,32321,49000,10,Self Owned,HOME THEATRE,TARGET,K1110 FM,T,F,T,F,F,Declined
27939000121,ZK04594,27939,Straight  Through Process,PD_DE,Married,Male,38,UNDER GRADUATE,OWNED-ROWHOUSE,DELHI,DELHI,110053,SELF-EMPLOYED,ERROR,8,32321,11500,10,Self Owned,PANEL - LED,SANSUI,PANEL - LED VANILLA,F,F,T,T,F,Declined
26906000026,BG24045,26906,Straight  Through Process,PD_DE,Married,Male,34,GRADUATE,OWNED-BUNGLOW,JAMNAGAR,GUJARAT,361001,SELF-EMPLOYED,ERROR,55,30000,50000,10,Self Owned,WASHING MACHINE,PANASONIC,NA-F62G6FRB,F,F,F,T,F,Approved
28241000057,MC08595,28241,Under.Writer,PD_DE,Married,Male,43,UNDER GRADUATE,RENTED-FLAT,CHENNAI,TAMIL NADU,600030,SALARIED,ERROR,13,32321,16000,10,Self Owned,REF-FF HOME,SAMSUNG,RT30K3723S8/HL,F,F,T,T,F,Declined
26024000591,MV41878,26024,Straight  Through Process,DCLN,Married,Male,32,UNDER GRADUATE,PARENT OWNED-HOUSE,HYDERABAD,TELANGANA,500053,SELF-EMPLOYED,ERROR,45,32321,50000,12,Parent Owned,PANEL - LED,SONY,KLV-43W752D,F,F,T,T,F,Declined
28226000042,PK14491,28226,Straight  Through Process,APRV,Married,Male,31,GRADUATE,PARENT OWNED-FLAT,DELHI,DELHI,110032,SALARIED,ERROR,52,32321,25000,18,Self Owned,REFRIGERATORS,WHIRLPOOL,REFRIGERATORS VANILLA,F,F,F,T,F,Approved
25126000890,SR55501,25126,Under.Writer,DCLN,Married,Female,35,OTHERS,RENTED-ROWHOUSE,COIMBATORE,TAMIL NADU,641027,SALARIED,Pan Not Submitted,13,32321,50000,18,Self Owned,REF-FF HOME,SAMSUNG,RT30K3723S8/HL,T,F,T,F,F,Declined
27851000152,PK79489,27851,Straight  Through Process,APRV,Single,Male,22,OTHERS,PARENT OWNED-HOUSE,VIJAYAWADA,ANDHRA PRADESH,520004,SALARIED,ERROR,15,32321,45000,12,Parent Owned,SPLIT AC,LG,LSA24VTDH,F,F,T,T,F,Approved
26358000087,AG05326,26358,Under.Writer,PD_DE,Married,Male,32,UNDER GRADUATE,PARENT OWNED-HOUSE,RATHLAM,MADHYA PRADESH,457001,SELF-EMPLOYED,Pan Not Submitted,13,32321,41900,18,Parent Owned,PANEL - LED,LG,43LH516A,T,T,T,F,F,Declined
27892000001,PG76336,27892,Straight  Through Process,PD_DE,Single,Male,22,GRADUATE,RENTED-PENTHOUSE,BANGALORE,KARNATAKA,560011,SALARIED,ERROR,8,32321,80800,12,Self Owned,PANEL - LED,SAMSUNG,UA49K5570AULXL,T,F,T,T,F,Declined
27594000006,MI25343,27594,Straight  Through Process,APRV,Married,Male,49,UNDER GRADUATE,PARENT OWNED-HOUSE,KOLKATTA,WEST BENGAL,700144,SALARIED,ERROR,105,32321,20000,12,Parent Owned,REFRIGERATORS,WHIRLPOOL,205 IM POWERCOOL PRM 5S WINE FIESTA,F,F,T,T,F,Approved
25388000958,IH18051,25388,Under.Writer,PD_DE,Single,Male,24,GRADUATE,RENTED-FLAT,CHENNAI,TAMIL NADU,600011,SALARIED,ERROR,37,32321,50000,12,Self Owned,PANEL - LED,PANASONIC,TH-43D350DX,F,F,F,T,F,Declined
25551000135,PK50952,25551,Straight  Through Process,PD_DE,Married,Male,38,GRADUATE,OWNED-FLAT,BHOPAL,MADHYA PRADESH,462042,SELF-EMPLOYED,Pan Not Submitted,13,15000,15000,12,Parent Owned,TELEVISION,SONY,KLV-24P413D IN5,T,F,F,F,F,Approved
26567000253,BJ87308,26567,Straight  Through Process,DCLN,Married,Male,46,GRADUATE,OWNED-BUNGLOW,HYDERABAD,TELANGANA,500072,SALARIED,ERROR,20,32321,77000,12,Self Owned,PANEL - LED,SONY,KLV-43x8300,T,F,T,T,F,Declined
26630000500,TK78859,26630,Straight  Through Process,PD_DE,Married,Female,60,OTHERS,OWNED-ROWHOUSE,VISAKHAPATNAM,ANDHRA PRADESH,530027,SELF-EMPLOYED,Pan Not Submitted,90,35000,35000,10,Spouse Owned,WASHING MACHINE,BOSCH,WASHING MACHINE VANILLA,T,F,T,F,F,Approved
26029000347,SM87964,26029,Straight  Through Process,DCLN,Married,Male,53,GRADUATE,OWNED-BUNGLOW,HYDERABAD,TELANGANA,500090,SELF-EMPLOYED,ERROR,60,32321,29700,12,Self Owned,SPLIT AC,VIDEOCON,VSA55.RV2,F,F,F,T,F,Declined
27803000038,VS25353,27803,Straight  Through Process,PD_DE,Married,Female,32,GRADUATE,OWNED-FLAT,KANYAKUMARI,TAMIL NADU,629702,SELF-EMPLOYED,Pan Not Submitted,71,45000,45000,18,Self Owned,AIR CONDITIONER,LG,BS-18APZE,F,F,T,F,F,Approved
25556000998,AB61244,25556,Straight  Through Process,SRNV,Married,Male,39,GRADUATE,OWNED-PENTHOUSE,BHOPAL,MADHYA PRADESH,462001,SELF-EMPLOYED,Pan Not Submitted,13,20000,20000,12,Self Owned,REF - DC,LG,GL-B241ASLI,T,F,F,F,F,Approved
26701000317,RS30193,26701,Straight  Through Process,APRV,Married,Male,42,GRADUATE,OWNED-BUNGLOW,KOLKATTA,WEST BENGAL,700066,SELF-EMPLOYED,ERROR,13,32321,16700,12,Parent Owned,REF - DC,LG,GL-D201ASDX,F,F,T,T,F,Approved
26688000014,DM84507,26688,Straight  Through Process,DCLN,Married,Male,48,GRADUATE,OWNED-FLAT,KOLKATTA,WEST BENGAL,700019,SELF-EMPLOYED,Pan Not Submitted,37,32321,30000,12,Self Owned,AIR CONDITIONER,CARRIER,DURAEDGE 18K,F,F,T,F,F,Declined
25387001678,KR38580,25387,Straight  Through Process,PD_DE,Married,Male,28,POST-GRADUATE,RENTED-FLAT,CHENNAI,TAMIL NADU,600030,SALARIED,Pan Not Submitted,105,75000,75000,10,Self Owned,PANEL - LED,LG,22LN4105,F,F,T,F,F,Approved
26023000102,KK23753,26023,Straight  Through Process,APRV,Married,Male,41,UNDER GRADUATE,RENTED-CHAWL,HYDERABAD,TELANGANA,500003,SALARIED,ERROR,29,32321,35000,10,Self Owned,WM-FAFL,BOSCH,WAK24268IN,F,F,T,T,F,Approved
28009000023,AP20162,28009,Straight  Through Process,DCLN,Married,Male,54,GRADUATE,OWNED-BUNGLOW,GURGAON,HARYANA,122001,SALARIED,Pan Not Submitted,62,32321,50000,12,Self Owned,AIR CONDITIONER,DAIKIN,FTF50RRV1615/RF50RRV1615,F,F,T,F,F,Declined
26104000105,BG91225,26104,Straight  Through Process,DCLN,Single,Male,22,GRADUATE,PARENT OWNED-HOUSE,BHOPAL,MADHYA PRADESH,462001,SALARIED,Pan Not Submitted,80,32321,50000,10,Parent Owned,PANEL - SMARTLED,LG,43LH600T,F,F,T,F,F,Declined
27901000047,AV50438,27901,Straight  Through Process,INV_GNR,Single,Male,25,GRADUATE,RENTED-PENTHOUSE,BANGALORE,KARNATAKA,560040,SELF-EMPLOYED,ERROR,68,37000,37000,18,Self Owned,AIR CONDITIONER,SAMSUNG,AR18MV3HETSNNA,T,F,F,T,F,Approved
26202000144,PD86214,26202,Straight  Through Process,APRV,Married,Male,39,GRADUATE,OWNED-BUNGLOW,SILIGURI,WEST BENGAL,734001,SELF-EMPLOYED,Pan Not Submitted,75,32321,35000,18,Self Owned,PANEL - LED,PANASONIC,TH-32C460DX,F,F,T,F,F,Approved
27868000004,PB23918,27868,Straight  Through Process,DCLN,Married,Male,50,UNDER GRADUATE,RENTED-ROWHOUSE,VIJAYAWADA,ANDHRA PRADESH,521108,SELF-EMPLOYED,ERROR,75,32321,50000,12,Self Owned,AIR CONDITIONER,HITACHI,RAU518HWDD,F,F,T,T,T,Declined
25156000585,PV66954,25156,Straight  Through Process,PD_DE,Married,Male,37,OTHERS,RENTED-CHAWL,MADURAI,TAMIL NADU,625012,SALARIED,Pan Not Submitted,13,30000,35000,12,Self Owned,TELEVISION,SONY,KDL-32W512D,F,F,T,F,F,Approved
27956000010,PR99103,27956,Straight  Through Process,PD_DE,Married,Male,27,GRADUATE,OWNED-ROWHOUSE,NEW DELHI,DELHI,110059,SALARIED,ERROR,3,32321,30000,12,Self Owned,REF - DC,SAMSUNG,RR20M272ZR2/NL,F,F,F,T,F,Declined
26384000364,VY92899,26384,Straight  Through Process,PD_DE,Married,Male,50,OTHERS,PARENT OWNED-FLAT,AHMEDABAD,GUJARAT,380051,SALARIED,ERROR,57,32321,40000,10,Self Owned,AIR CONDITIONER,HITACHI,RSG314EAD,F,T,F,T,F,Declined
25468000424,MG62498,25468,Straight  Through Process,INV_GNR,Married,Male,34,UNDER GRADUATE,PARENT OWNED-HOUSE,BHOPAL,MADHYA PRADESH,462010,SELF-EMPLOYED,ERROR,65,30000,30000,18,Self Owned,PANEL - LED,LG,32LH516A,F,F,T,T,F,Approved
27023000302,SV69625,27023,Straight  Through Process,APRV,Married,Male,33,GRADUATE,RENTED-FLAT,CHENNAI,TAMIL NADU,600126,SALARIED,ERROR,44,32321,50000,12,Self Owned,SPLIT AC,BLUESTAR,3CNHW18NAFU,F,F,F,T,F,Approved
25051000969,V26717,25051,Straight  Through Process,PD_DE,Married,Female,43,POST-GRADUATE,OWNED-BUNGLOW,COIMBATORE,TAMIL NADU,641029,SALARIED,Pan Not Submitted,40,32321,50000,12,Self Owned,REF-FF HOME,SAMSUNG,RT30K3723S8/HL,F,F,T,F,F,Declined
26085000711,SS80443,26085,Straight  Through Process,INV_GNR,Married,Male,38,GRADUATE,OWNED-FLAT,IDAIKODE,TAMIL NADU,629152,SALARIED,Pan Not Submitted,55,35000,35000,10,Self Owned,REFRIGERATORS,WHIRLPOOL,205 IM POWERCOOL PRM 5S GOLD EXOTIC,F,T,F,F,F,Approved
27939000120,ZK04594,27939,Under.Writer,PD_DE,Married,Male,30,UNDER GRADUATE,OWNED-ROWHOUSE,DELHI,DELHI,110053,SELF-EMPLOYED,ERROR,55,20000,20000,10,Self Owned,PANEL - LED,SANSUI,PANEL - LED VANILLA,F,F,T,T,F,Approved
25704000305,BT69682,25704,Straight  Through Process,APRV,Married,Male,33,GRADUATE,OWNED-ROWHOUSE,INDORE,MADHYA PRADESH,452010,SELF-EMPLOYED,ERROR,40,32321,30000,12,Self Owned,REF-FF,LG,GL-I292RPZL,F,F,F,T,F,Approved
26029000346,SM87964,26029,Straight  Through Process,PD_DE,Married,Male,30,OTHERS,OWNED-BUNGLOW,HYDERABAD,TELANGANA,500019,SELF-EMPLOYED,Pan Not Submitted,13,29000,29000,12,Self Owned,SPLIT AC,VIDEOCON,VSA55.WV2,F,F,T,F,F,Approved
26630000499,TK78859,26630,Straight  Through Process,PD_DE,Married,Male,25,OTHERS,OWNED-ROWHOUSE,VISAKHAPATNAM,ANDHRA PRADESH,530008,SALARIED,Pan Not Submitted,-2,32321,25000,10,Self Owned,PANEL - LED,SAMSUNG,UA32K5300ARLXL,T,F,F,F,F,Declined
27889000034,NG82378,27889,Under.Writer,PD_DE,Single,Male,22,GRADUATE,RENTED-FLAT,MADIVALA,KARNATAKA,560068,SALARIED,ERROR,94,32321,47500,9,Self Owned,PANEL - LED,SONY,KLV-40W562D,F,T,F,T,F,Declined
26037000414,NK74072,26037,Under.Writer,PD_DE,Married,Male,39,UNDER GRADUATE,OWNED-BUNGLOW,GHATKESAR,ANDHRA PRADESH,501301,SELF-EMPLOYED,ERROR,3,15000,15000,18,Self Owned,COOLER,KENTSTAR,CL-KCIIRF1H-FMA,F,F,T,T,F,Approved
27604000354,MS20196,27604,Straight  Through Process,DCLN,Single,Male,37,GRADUATE,RENTED-FLAT,MADURAI,TAMIL NADU,625016,SELF-EMPLOYED,Pan Not Submitted,65,32321,60000,10,Self Owned,TELEVISION,ONIDA,LEO40FBV,F,T,T,F,F,Declined
27283000024,SG93336,27283,Under.Writer,DCLN,Married,Male,28,GRADUATE,OWNED-ROWHOUSE,SILIGURI,WEST BENGAL,734003,SELF-EMPLOYED,ERROR,12,32321,19000,12,Self Owned,REF - DC,SAMSUNG,RR19K282ZRZ/NL,T,F,F,T,F,Declined
25313001092,JJ16121,25313,Straight  Through Process,APRV,Married,Male,48,GRADUATE,OWNED-CHAWL,TIRUNELVELI,TAMIL NADU,627358,SELF-EMPLOYED,Pan Not Submitted,13,32321,25000,10,Self Owned,TELEVISION,SONY,KLV-32R412D IN5,F,T,F,F,F,Approved
27558000061,GS61885,27558,Under.Writer,DCLN,Married,Male,49,GRADUATE,RENTED-BUNGLOW,HYDERABAD,TELANGANA,500062,SELF-EMPLOYED,ERROR,13,32321,35000,10,Self Owned,REF-FF HOME,SAMSUNG,RT34M3743S9/HL,F,T,T,T,F,Declined
26040000395,SL39173,26040,Straight  Through Process,APRV,Married,Male,23,GRADUATE,RENTED-BUNGLOW,RANGAREDDY,ANDHRA PRADESH,501505,SALARIED,ERROR,73,32321,50000,12,Self Owned,REFRIGERATORS,WHIRLPOOL,NEO FR278 ROY PLUS TWILIGHT REG 3S,F,F,T,T,F,Approved
28312000002,NR77952,28312,Straight  Through Process,INV_GNR,Married,Male,25,GRADUATE,PARENT OWNED-HOUSE,NEEMUCH,MADHYA PRADESH,458441,SELF-EMPLOYED,Pan Not Submitted,13,20000,20000,12,Parent Owned,REF - DC,SAMSUNG,RR19M24A2VJ/NL,T,F,T,F,F,Approved
25901000212,MS89394,25901,Straight  Through Process,SRNV,Single,Male,28,UNDER GRADUATE,OWNED-BUNGLOW,HYDERABAD,TELANGANA,500005,SELF-EMPLOYED,ERROR,43,20000,20000,12,Self Owned,REF - DC,LG,GL-B221ASDX,F,F,T,T,F,Approved
26427000147,SD96053,26427,Straight  Through Process,SRNV,Married,Female,39,GRADUATE,PARENT OWNED-HOUSE,KOLKATTA,WEST BENGAL,700030,SELF-EMPLOYED,ERROR,67,45000,45000,12,Parent Owned,REF-FF,LG,GL-U402JPZL,T,F,F,T,F,Approved
26689000013,PM29545,26689,Under.Writer,APRV,Married,Male,27,GRADUATE,PARENT OWNED-HOUSE,KOLKATTA,WEST BENGAL,700018,SELF-EMPLOYED,ERROR,13,32321,34000,100,Self Owned,REF-BMR,HAIER,HRB-3404PRL-R,F,F,F,T,F,Approved
25705000185,AS90554,25705,Straight  Through Process,DCLN,Married,Male,33,GRADUATE,PARENT OWNED-HOUSE,INDORE,MADHYA PRADESH,452001,SALARIED,ERROR,62,32321,40000,12,Parent Owned,PANEL - LED,SAMSUNG,UA32FH4003RMXL,T,T,F,T,F,Declined
25052001457,SR65116,25052,Under.Writer,DCLN,Single,Male,31,GRADUATE,OWNED-PENTHOUSE,RASIPURAM,TAMIL NADU,637408,SELF-EMPLOYED,ERROR,13,32321,30700,10,Parent Owned,AIR CONDITIONER,BLUESTAR,2W12LA,F,F,F,T,F,Declined
27773000140,SR47321,27773,Under.Writer,DCLN,Married,Female,44,UNDER GRADUATE,RENTED-FLAT,TUTICORIN HO,TAMIL NADU,628001,SELF-EMPLOYED,Pan Not Submitted,13,32321,30000,10,Self Owned,PANEL - LED,SAMSUNG,UA22F5100ARLXL,F,F,T,F,F,Declined
25627001070,NT20498,25627,Straight  Through Process,APRV,Married,Male,27,POST-GRADUATE,RENTED-FLAT,BHOPAL,MADHYA PRADESH,462001,SALARIED,ERROR,13,32321,23000,12,Self Owned,PANEL - LED,SAMSUNG,UA32FH4003RLXL,F,F,F,T,F,Approved
26044000229,YR62374,26044,Straight  Through Process,PD_DE,Married,Male,28,GRADUATE,RENTED-ROWHOUSE,HYDERABAD,TELANGANA,500018,SELF-EMPLOYED,ERROR,5,40000,40000,10,Self Owned,AIR CONDITIONER,LG,P8072R3F,T,F,T,T,F,Approved
26027000470,SC81994,26027,Under.Writer,DCLN,Married,Male,38,OTHERS,OWNED-ROWHOUSE,HYDERABAD,TELANGANA,500002,SELF-EMPLOYED,ERROR,13,32321,50000,18,Parent Owned,PANEL - LED,SAMSUNG,UA40H4250ARLXL,F,F,T,T,F,Declined
25380000041,BA39644,25380,Under.Writer,DCLN,Married,Female,28,GRADUATE,RENTED-PENTHOUSE,CHENNAI,TAMIL NADU,600122,SALARIED,ERROR,13,32321,45000,12,Self Owned,AIR CONDITIONER,LG,BS-18APZE,F,F,T,T,F,Declined
28081000001,VP86257,28081,Straight  Through Process,DCLN,Married,Male,35,UNDER GRADUATE,PARENT OWNED-HOUSE,BARDOLI,GUJARAT,394601,PRIVATE LIMITED COMPANY,Pan Not Submitted,47,32321,16200,10,Parent Owned,REF - DC,SAMSUNG,RR20M282ZB2/NL,T,F,T,F,F,Declined
27840000022,RS84547,27840,Straight  Through Process,INV_GNR,Single,Male,30,UNDER GRADUATE,OWNED-ROWHOUSE,MEMARI,WEST BENGAL,713146,SALARIED,Pan Not Submitted,13,10290,10290,12,Self Owned,WM-SA,SAMSUNG,WT62H2000HV/TL,F,F,T,F,F,Approved
27800000036,GA31092,27800,Straight  Through Process,APRV,Married,Male,31,UNDER GRADUATE,RENTED-FLAT,PHURASANGI,MAHARASHTRA,412308,SELF-EMPLOYED,ERROR,35,32321,35000,10,Self Owned,PANEL - FHD SMART,VIDEOCON,VNJ42FH28S,F,F,F,T,F,Approved
27359000120,CS30960,27359,Straight  Through Process,APRV,Married,Female,36,GRADUATE,OWNED-PENTHOUSE,HABRA PRAFULLA NAGAR,WEST BENGAL,743268,SELF-EMPLOYED,Pan Not Submitted,13,32321,20000,12,Self Owned,PANEL - HD,SANSUI,SJX32HB02CF,F,F,T,F,F,Approved
28482000013,KR36596,28482,Under.Writer,DCLN,Married,Male,58,GRADUATE,OWNED-FLAT,AHMEDABAD,GUJARAT,380008,SALARIED,ERROR,13,32321,53500,12,Self Owned,PANEL - UHDCURVE,SANSUI,SNC55CXOZS,F,F,F,T,F,Declined
25544000194,RR25254,25544,Straight  Through Process,APRV,Single,Female,24,GRADUATE,OWNED-BUNGLOW,COIMBATORE,TAMIL NADU,641008,SALARIED,Pan Not Submitted,13,32321,13600,12,Parent Owned,REFRIGERATORS,WHIRLPOOL,200 GENIUS CLS PLUS 4S WINE FIESTA,T,F,T,F,F,Approved
25472000469,LJ81193,25472,Straight  Through Process,PD_DE,Single,Male,23,GRADUATE,RENTED-ROWHOUSE,PONDICHERRY,TAMIL NADU,605013,SALARIED,ERROR,50,32321,30000,10,Self Owned,REF-FF,LG,GL-U372HPBL,F,F,T,T,F,Declined
26688000013,DM84507,26688,Under.Writer,DCLN,Married,Male,44,GRADUATE,OWNED-FLAT,KOLKATTA,WEST BENGAL,700014,SELF-EMPLOYED,ERROR,40,32321,25000,12,Self Owned,REF - DC,SAMSUNG,RR2115CCASA/TL,F,F,T,T,F,Declined
25392000440,SS72884,25392,Straight  Through Process,APRV,Married,Female,35,GRADUATE,OWNED-FLAT,CHENNAI,TAMIL NADU,600021,SALARIED,Pan Not Submitted,13,32321,15000,12,Self Owned,REF-FF,VIDEOCON,VP242P,F,F,T,F,F,Approved
27772000214,PV31200,27772,Straight  Through Process,DCLN,Married,Male,36,GRADUATE,RENTED-FLAT,AUTOOR - TVL,TAMIL NADU,628151,SALARIED,Pan Not Submitted,93,32321,32000,10,Self Owned,WM-FAFL,SAMSUNG,WF600BOBTWQ/TL,F,F,T,F,F,Declined
25054000416,JK27910,25054,Under.Writer,APRV,Married,Male,26,GRADUATE,RENTED-PENTHOUSE,SALEM,TAMIL NADU,636006,SELF-EMPLOYED,ERROR,80,32321,30000,12,Self Owned,WASHING MACHINE,WHIRLPOOL,SW ULTRA PEARL WINE 6.2KG,F,F,F,T,F,Approved
26126000147,CU83405,26126,Straight  Through Process,PD_DE,Married,Female,51,UNDER GRADUATE,RENTED-FLAT,SINGANPORE,GUJARAT,395004,SELF-EMPLOYED,ERROR,87,32321,22000,10,Self Owned,REFRIGERATORS,GODREJ,RT EON 261 P 3.4 SILVER GLAZE,F,F,T,T,F,Declined
25852000781,ST80324,25852,Straight  Through Process,PD_DE,Married,Male,31,GRADUATE,OWNED-FLAT,NAGERCOIL HO,TAMIL NADU,629001,SALARIED,Pan Not Submitted,43,32321,35000,18,Self Owned,PANEL - LED,SONY,KLV-40W562D,F,F,T,F,F,Declined
28266000034,MM48803,28266,Under.Writer,PD_DE,Married,Female,30,GRADUATE,RENTED-ROWHOUSE,MYSORE,KARNATAKA,570011,SELF-EMPLOYED,ERROR,13,32321,75900,102,Self Owned,PANEL - LED,SAMSUNG,UA49K5300ARLXL,F,F,F,T,F,Declined
